#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         478    -3.41243    -3.37803  0.00106497
         479    -3.42142    -3.37812   0.0010666
         480     -3.4244    -3.37821  0.00106872
         481      -3.419     -3.3783  0.00106986
         482    -3.40907    -3.37836  0.00106955
         483    -3.39571     -3.3784  0.00106793
         484    -3.38387    -3.37841  0.00106579
         485    -3.37288     -3.3784  0.00106365
         486    -3.36512    -3.37837  0.00106181
         487    -3.36168    -3.37834  0.00106019
         488    -3.36091     -3.3783  0.00105861
         489    -3.36296    -3.37827  0.00105691
         490    -3.36683    -3.37825  0.00105502
         491     -3.3726    -3.37823  0.00105293
         492    -3.37813    -3.37823  0.00105079
         493    -3.38368    -3.37824  0.00104872
         494    -3.38552    -3.37826   0.0010467
         495     -3.3842    -3.37827  0.00104465
         496    -3.38156    -3.37828  0.00104257
         497    -3.37947    -3.37828  0.00104047
         498    -3.37706    -3.37828  0.00103838
         499    -3.37608    -3.37827  0.00103631
         500    -3.37585    -3.37827  0.00103425
         501    -3.37465    -3.37826  0.00103221
         502    -3.37267    -3.37825  0.00103022
         503    -3.36853    -3.37823  0.00102835
         504    -3.36703    -3.37821  0.00102655
         505    -3.36653    -3.37819  0.00102478
         506    -3.36789    -3.37817  0.00102295
         507    -3.37102    -3.37815  0.00102103
         508    -3.37419    -3.37814  0.00101905
         509     -3.3779    -3.37814  0.00101705
         510    -3.38079    -3.37815  0.00101507
         511    -3.38298    -3.37816  0.00101313
         512    -3.38301    -3.37817  0.00101119
         513     -3.3816    -3.37817  0.00100924
         514    -3.37884    -3.37817  0.00100728
         515    -3.37606    -3.37817  0.00100533
         516    -3.37433    -3.37816  0.00100341
         517    -3.37499    -3.37816  0.00100149
         518    -3.37849    -3.37816 0.000999558
         519    -3.38449    -3.37817 0.000997706
         520    -3.39211     -3.3782 0.000996148
         521    -3.40176    -3.37824 0.000995262
         522    -3.40933     -3.3783 0.000995136
         523    -3.41342    -3.37837 0.000995496
         524     -3.4142    -3.37844 0.000995941
         525    -3.41084     -3.3785 0.000995955
         526    -3.40248    -3.37854 0.000995105
         527    -3.39181    -3.37857 0.000993535
         528    -3.38055    -3.37857  0.00099166
         529     -3.3711    -3.37856 0.000989886
         530    -3.36398    -3.37853 0.000988401
         531    -3.35707    -3.37849 0.000987365
         532    -3.35459    -3.37845  0.00098653
         533    -3.35632     -3.3784 0.000985552
         534    -3.36142    -3.37837  0.00098422
         535     -3.3695    -3.37836 0.000982519
         536    -3.37955    -3.37836 0.000980689
         537    -3.38938    -3.37838 0.000979078
         538    -3.39873    -3.37842 0.000977988
         539    -3.40452    -3.37847 0.000977372
         540    -3.40642    -3.37852 0.000976932
         541    -3.40286    -3.37856 0.000976162
         542    -3.39762     -3.3786 0.000974993
         543    -3.38995    -3.37862 0.000973422
         544    -3.38028    -3.37862 0.000971637
         545    -3.37462    -3.37861 0.000969882
         546    -3.37153     -3.3786 0.000968193
         547    -3.37029    -3.37859 0.000966542
         548    -3.37282    -3.37858 0.000964836
         549    -3.37605    -3.37857 0.000963089
         550    -3.37763    -3.37857  0.00096134
         551    -3.37959    -3.37857 0.000959597
         552    -3.38137    -3.37858 0.000957872
         553    -3.38286    -3.37858 0.000956171
         554     -3.3861     -3.3786 0.000954541
         555     -3.3867    -3.37861 0.000952933
         556    -3.38805    -3.37863  0.00095137
         557    -3.38652    -3.37864 0.000949768
         558    -3.38604    -3.37866 0.000948158
         559    -3.38439    -3.37867 0.000946517
         560    -3.38475    -3.37868 0.000944889
         561    -3.38574    -3.37869 0.000943289
         562    -3.38763    -3.37871 0.000941745
         563    -3.38964    -3.37873 0.000940272
         564    -3.38801    -3.37874 0.000938749
         565     -3.3864    -3.37876 0.000937186
         566    -3.38553    -3.37877 0.000935606
         567    -3.38362    -3.37878 0.000933995
         568    -3.37988    -3.37878 0.000932353
         569    -3.37654    -3.37877 0.000930723
         570    -3.37343    -3.37876 0.000929137
         571    -3.37211    -3.37875 0.000927583
         572     -3.3727    -3.37874 0.000926022
         573    -3.37344    -3.37873 0.000924452
         574    -3.37451    -3.37873 0.000922871
         575    -3.37134    -3.37871 0.000921355
         576    -3.36638    -3.37869 0.000920004
         577     -3.3628    -3.37866 0.000918822
         578    -3.36041    -3.37863 0.000917775
         579    -3.36087     -3.3786 0.000916703
         580    -3.36423    -3.37858 0.000915457
         581    -3.36848    -3.37856 0.000914046
         582    -3.37111    -3.37855 0.000912565
         583    -3.37566    -3.37854 0.000911014
         584    -3.38093    -3.37855 0.000909463
         585    -3.38647    -3.37856 0.000908009
         586    -3.39054    -3.37858  0.00090669
         587    -3.39092     -3.3786 0.000905389
         588    -3.38999    -3.37862 0.000904056
         589    -3.38752    -3.37864 0.000902647
         590    -3.38331    -3.37864 0.000901152
         591    -3.37986    -3.37865  0.00089963
         592    -3.37763    -3.37864 0.000898112
         593    -3.37368    -3.37864 0.000896636
         594    -3.37177    -3.37862 0.000895201
         595    -3.37211    -3.37861 0.000893764
         596    -3.37344     -3.3786 0.000892306
         597    -3.37817     -3.3786 0.000890812
         598    -3.38598    -3.37862 0.000889407
         599    -3.39505    -3.37864 0.000888346
         600      -3.403    -3.37868 0.000887792
         601    -3.40608    -3.37873 0.000887484
         602    -3.40389    -3.37877 0.000886993
         603    -3.39895     -3.3788 0.000886154
         604    -3.38991    -3.37882 0.000884877
         605    -3.38154    -3.37883 0.000883426
         606    -3.37497    -3.37882 0.000881991
