#        BLOCK:          R:        ACTUAL_GOFR:          GOFR_AVE:           ERROR: 
           2      1.357294e+00      1.451935e+00      1.448157e+00      2.671237e-03
           2      1.421927e+00      1.325224e+00      1.319565e+00      4.001662e-03
           2      1.486560e+00      1.241141e+00      1.242771e+00      1.152923e-03
           2      1.551193e+00      1.217547e+00      1.218729e+00      8.357348e-04
           2      1.615826e+00      1.137449e+00      1.135897e+00      1.097876e-03
           2      1.680459e+00      1.130324e+00      1.122475e+00      5.550035e-03
           2      1.745092e+00      1.098766e+00      1.094292e+00      3.163706e-03
           2      1.809725e+00      1.057622e+00      1.053927e+00      2.613040e-03
           2      1.874358e+00      1.074498e+00      1.066628e+00      5.565135e-03
           2      1.938991e+00      1.055185e+00      1.055097e+00      6.222577e-05
           2      2.003624e+00      1.045415e+00      1.050035e+00      3.266926e-03
           2      2.068257e+00      1.074512e+00      1.067744e+00      4.786168e-03
           2      2.132890e+00      1.049840e+00      1.050886e+00      7.393230e-04
           2      2.197523e+00      1.055573e+00      1.040671e+00      1.053737e-02
           2      2.262156e+00      1.051208e+00      1.049844e+00      9.645900e-04
           2      2.326789e+00      1.052735e+00      1.049191e+00      2.505652e-03
           2      2.391423e+00      1.042632e+00      1.040381e+00      1.591686e-03
           2      2.456056e+00      1.017491e+00      1.020492e+00      2.121922e-03
           2      2.520689e+00      1.034348e+00      1.027404e+00      4.909765e-03
           2      2.585322e+00      1.023265e+00      1.019338e+00      2.776307e-03
           2      2.649955e+00      1.022842e+00      1.018406e+00      3.137101e-03
           2      2.714588e+00      1.009602e+00      1.010116e+00      3.632191e-04
           2      2.779221e+00      1.009781e+00      1.011194e+00      9.993464e-04
           2      2.843854e+00      1.005810e+00      1.007257e+00      1.023148e-03
           2      2.908487e+00      1.010936e+00      1.008326e+00      1.845494e-03
           2      2.973120e+00      1.005205e+00      1.004562e+00      4.551297e-04
           2      3.037753e+00      9.937829e-01      9.966010e-01      1.992692e-03
           2      3.102386e+00      1.009121e+00      1.007879e+00      8.777534e-04
           2      3.167019e+00      1.000725e+00      9.998788e-01      5.985164e-04
           2      3.231652e+00      9.950004e-01      1.003165e+00      5.773181e-03
