#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
         336      5.120000e-01      8.078095e-01      6.932247e-02
         337      3.200000e-02      8.055074e-01      6.915498e-02
         338      1.280000e-01      8.035030e-01      6.897943e-02
         339      0.000000e+00      8.011327e-01      6.881666e-02
         340      1.280000e-01      7.991529e-01      6.864273e-02
         341      2.592000e+00      8.044106e-01      6.864248e-02
         342      2.880000e-01      8.029006e-01      6.845838e-02
         343      5.120000e-01      8.020525e-01      6.826405e-02
         344      2.880000e-01      8.005581e-01      6.808196e-02
         345      3.200000e-02      7.983304e-01      6.792106e-02
         346      3.200000e-02      7.961156e-01      6.776086e-02
         347      0.000000e+00      7.938213e-01      6.760441e-02
         348      0.000000e+00      7.915402e-01      6.744862e-02
         349      1.280000e-01      7.896390e-01      6.728214e-02
         350      2.880000e-01      7.882057e-01      6.710517e-02
         351      3.200000e-02      7.860513e-01      6.694857e-02
         352      2.048000e+00      7.896364e-01      6.685429e-02
         353      8.000000e-01      7.896657e-01      6.666491e-02
         354      0.000000e+00      7.874350e-01      6.651390e-02
         355      5.120000e-01      7.866592e-01      6.633106e-02
         356      0.000000e+00      7.844494e-01      6.618154e-02
         357      3.200000e-02      7.823417e-01      6.602971e-02
         358      1.568000e+00      7.845363e-01      6.588173e-02
         359      8.000000e-01      7.845794e-01      6.569823e-02
         360      8.000000e-01      7.846222e-01      6.551575e-02
         361      5.120000e-01      7.838670e-01      6.533861e-02
         362      0.000000e+00      7.817017e-01      6.519399e-02
         363      1.568000e+00      7.838678e-01      6.505037e-02
         364      8.000000e-01      7.839121e-01      6.487168e-02
         365      1.280000e-01      7.821151e-01      6.471883e-02
         366      0.000000e+00      7.799781e-01      6.457727e-02
         367      3.200000e-02      7.779401e-01      6.443347e-02
         368      8.000000e-01      7.780000e-01      6.425840e-02
         369      1.280000e-01      7.762385e-01      6.410840e-02
         370      2.880000e-01      7.749189e-01      6.394871e-02
         371      1.568000e+00      7.770566e-01      6.381206e-02
         372      2.048000e+00      7.804731e-01      6.373192e-02
         373      8.000000e-01      7.805255e-01      6.356108e-02
         374      3.872000e+00      7.887914e-01      6.392636e-02
         375      3.200000e+00      7.952213e-01      6.407844e-02
         376      1.152000e+00      7.961702e-01      6.391504e-02
         377      2.048000e+00      7.994907e-01      6.383170e-02
         378      8.000000e-01      7.994921e-01      6.366283e-02
         379      8.000000e-01      7.994934e-01      6.349486e-02
         380      3.200000e-02      7.974737e-01      6.335988e-02
         381      1.280000e-01      7.957165e-01      6.321794e-02
         382      0.000000e+00      7.936335e-01      6.308676e-02
         383      2.880000e-01      7.923133e-01      6.293585e-02
         384      0.000000e+00      7.902500e-01      6.280577e-02
         385      1.152000e+00      7.911896e-01      6.264967e-02
         386      2.048000e+00      7.944456e-01      6.257191e-02
         387      1.152000e+00      7.953695e-01      6.241705e-02
         388      1.280000e-01      7.936495e-01      6.227988e-02
         389      5.120000e-01      7.929254e-01      6.212398e-02
         390      8.000000e-01      7.929436e-01      6.196469e-02
         391      1.280000e-01      7.912430e-01      6.182955e-02
         392      2.880000e-01      7.899592e-01      6.168515e-02
         393      1.568000e+00      7.919389e-01      6.155995e-02
         394      1.152000e+00      7.928528e-01      6.141049e-02
         395      3.200000e-02      7.909266e-01      6.128522e-02
         396      5.120000e-01      7.902222e-01      6.113451e-02
         397      1.152000e+00      7.911335e-01      6.098731e-02
         398      1.152000e+00      7.920402e-01      6.084081e-02
         399      2.880000e-01      7.907769e-01      6.070144e-02
         400      2.592000e+00      7.952800e-01      6.071648e-02
         401      1.568000e+00      7.972070e-01      6.059564e-02
         402      1.152000e+00      7.980896e-01      6.045133e-02
         403      1.280000e-01      7.964268e-01      6.032419e-02
         404      1.280000e-01      7.947723e-01      6.019756e-02
         405      1.280000e-01      7.931259e-01      6.007144e-02
         406      2.880000e-01      7.918818e-01      5.993636e-02
         407      1.152000e+00      7.927666e-01      5.979563e-02
         408      5.120000e-01      7.920784e-01      5.965303e-02
         409      2.880000e-01      7.908460e-01      5.951991e-02
         410      1.280000e-01      7.892293e-01      5.939669e-02
         411      1.280000e-01      7.876204e-01      5.927396e-02
         412      3.200000e+00      7.934757e-01      5.941859e-02
         413      8.000000e-01      7.934915e-01      5.927472e-02
         414      5.120000e-01      7.928116e-01      5.913544e-02
         415      2.880000e-01      7.915952e-01      5.900546e-02
         416      5.120000e-01      7.909231e-01      5.886744e-02
         417      1.280000e-01      7.893333e-01      5.874774e-02
         418      3.200000e-02      7.875215e-01      5.863512e-02
         419      8.000000e-01      7.875513e-01      5.849519e-02
         420      2.592000e+00      7.918476e-01      5.851348e-02
         421      2.592000e+00      7.961235e-01      5.853052e-02
         422      5.120000e-01      7.954502e-01      5.839569e-02
         423      2.880000e-01      7.942506e-01      5.826996e-02
         424      1.280000e-01      7.926792e-01      5.815371e-02
         425      0.000000e+00      7.908141e-01      5.804678e-02
         426      3.200000e-02      7.890329e-01      5.793785e-02
         427      2.880000e-01      7.878595e-01      5.781404e-02
         428      0.000000e+00      7.860187e-01      5.770826e-02
         429      3.200000e-02      7.842611e-01      5.760050e-02
         430      1.152000e+00      7.851163e-01      5.747290e-02
         431      5.120000e-01      7.844826e-01      5.734304e-02
         432      1.152000e+00      7.853333e-01      5.721661e-02
         433      3.200000e+00      7.909099e-01      5.735559e-02
         434      1.568000e+00      7.927005e-01      5.725138e-02
         435      1.280000e-01      7.911724e-01      5.714015e-02
         436      3.200000e-02      7.894312e-01      5.703562e-02
         437      3.200000e-02      7.876979e-01      5.693143e-02
         438      3.200000e-02      7.859726e-01      5.682759e-02
         439      2.880000e-01      7.848383e-01      5.670946e-02
         440      1.280000e-01      7.833455e-01      5.660022e-02
         441      5.120000e-01      7.827302e-01      5.647522e-02
         442      2.880000e-01      7.816109e-01      5.635854e-02
         443      5.120000e-01      7.810023e-01      5.623461e-02
         444      2.880000e-01      7.798919e-01      5.611891e-02
         445      5.120000e-01      7.792899e-01      5.599603e-02
         446      8.000000e-01      7.793363e-01      5.587050e-02
         447      5.120000e-01      7.787383e-01      5.574871e-02
         448      3.200000e-02      7.770714e-01      5.564918e-02
         449      8.000000e-01      7.771225e-01      5.552527e-02
         450      1.280000e-01      7.756800e-01      5.542061e-02
         451      1.152000e+00      7.765144e-01      5.530401e-02
         452      1.152000e+00      7.773451e-01      5.518789e-02
         453      2.048000e+00      7.801501e-01      5.513730e-02
         454      1.568000e+00      7.818855e-01      5.504316e-02
         455      2.880000e-01      7.808000e-01      5.493288e-02
         456      2.048000e+00      7.835789e-01      5.488266e-02
         457      1.152000e+00      7.843851e-01      5.476849e-02
         458      2.880000e-01      7.833013e-01      5.465963e-02
         459      5.120000e-01      7.827102e-01      5.454374e-02
         460      3.200000e-02      7.810783e-01      5.444958e-02
         461      1.152000e+00      7.818829e-01      5.433741e-02
         462      5.120000e-01      7.812987e-01      5.422294e-02
         463      3.200000e-02      7.796803e-01      5.412997e-02
         464      3.200000e-02      7.780690e-01      5.403729e-02
         465      8.000000e-01      7.781161e-01      5.392110e-02
         466      2.592000e+00      7.820086e-01      5.394570e-02
         467      3.872000e+00      7.886253e-01      5.423445e-02
         468      6.272000e+00      8.003419e-01      5.536971e-02
         469      4.608000e+00      8.084606e-01      5.584369e-02
         470      2.592000e+00      8.122553e-01      5.585366e-02
         471      1.568000e+00      8.138599e-01      5.575811e-02
         472      2.880000e-01      8.127458e-01      5.565111e-02
         473      3.200000e-02      8.110951e-01      5.555793e-02
         474      5.120000e-01      8.104641e-01      5.544430e-02
         475      3.200000e-02      8.088253e-01      5.535179e-02
         476      5.120000e-01      8.082017e-01      5.523902e-02
         477      2.880000e-01      8.071111e-01      5.513398e-02
         478      3.200000e-02      8.054895e-01      5.504248e-02
         479      2.880000e-01      8.044092e-01      5.493817e-02
         480      2.880000e-01      8.033333e-01      5.483425e-02
         481      3.200000e-02      8.017297e-01      5.474369e-02
         482      2.592000e+00      8.054440e-01      5.475597e-02
         483      2.048000e+00      8.080166e-01      5.470300e-02
         484      8.000000e-01      8.080000e-01      5.458998e-02
         485      1.280000e-01      8.065979e-01      5.449543e-02
         486      1.280000e-01      8.052016e-01      5.440118e-02
